code,current_or_latest_name,first_date,last_date,trading_day_count,profile_path
103660,씨앗,2015-06-22,2026-06-22,1876,atlas/symbol_profiles/103/103660.json
107640,한중엔시에스,2013-12-10,2026-06-22,2341,atlas/symbol_profiles/107/107640.json
110660,세신버팔로,2014-12-08,2018-10-08,820,atlas/symbol_profiles/110/110660.json
112190,KC산업,2016-05-31,2026-06-22,2440,atlas/symbol_profiles/112/112190.json
114920,대주이엔티,2013-07-01,2026-06-22,2290,atlas/symbol_profiles/114/114920.json
116100,태양기계,2013-07-01,2026-06-22,2930,atlas/symbol_profiles/116/116100.json
120780,전우정밀,2016-12-23,2021-05-04,0,atlas/symbol_profiles/120/120780.json
121060,유니포인트,2015-01-26,2026-06-19,2442,atlas/symbol_profiles/121/121060.json
122050,아이엘사이언스,2018-11-16,2019-12-11,218,atlas/symbol_profiles/122/122050.json
122640,예스티,2015-04-01,2026-06-22,2634,atlas/symbol_profiles/122/122640.json
122830,원포유,2020-10-23,2026-06-22,1293,atlas/symbol_profiles/122/122830.json
123010,알엔티엑스,2014-10-31,2026-06-22,2680,atlas/symbol_profiles/123/123010.json
124500,아이티센글로벌,2013-07-01,2026-06-22,3063,atlas/symbol_profiles/124/124500.json
126340,비나텍,2013-07-09,2026-06-22,2443,atlas/symbol_profiles/126/126340.json
127160,매직마이크로,2013-12-20,2022-09-21,1418,atlas/symbol_profiles/127/127160.json
135160,무송지오씨,2015-12-28,2023-04-28,1628,atlas/symbol_profiles/135/135160.json
135270,세종머티리얼즈,2014-12-17,2019-10-01,967,atlas/symbol_profiles/135/135270.json
136660,큐엠씨,2014-07-01,2026-06-22,2470,atlas/symbol_profiles/136/136660.json
138290,지성이씨에스,2015-11-30,2018-08-21,548,atlas/symbol_profiles/138/138290.json
139170,퓨얼셀,2013-07-01,2014-08-27,153,atlas/symbol_profiles/139/139170.json
140290,청광건설,2013-12-24,2023-05-04,1780,atlas/symbol_profiles/140/140290.json
140610,엔솔바이오사이언스,2018-09-10,2026-06-22,1907,atlas/symbol_profiles/140/140610.json
140660,위월드,2013-12-26,2026-06-22,2020,atlas/symbol_profiles/140/140660.json
142760,모아라이프플러스,2014-11-26,2026-06-22,2836,atlas/symbol_profiles/142/142760.json
144630,씨아이에스,2014-04-25,2017-01-04,417,atlas/symbol_profiles/144/144630.json
144740,피엠디아카데미,2013-07-01,2018-08-06,840,atlas/symbol_profiles/144/144740.json
148140,비디아이,2017-01-16,2024-06-05,1165,atlas/symbol_profiles/148/148140.json
148250,알엔투테크놀로지,2013-12-24,2026-06-22,2680,atlas/symbol_profiles/148/148250.json
148780,비큐AI,2016-11-16,2026-06-22,2217,atlas/symbol_profiles/148/148780.json
149010,아이케이세미콘,2014-11-14,2026-06-22,2201,atlas/symbol_profiles/149/149010.json
149300,아퓨어스,2019-09-03,2026-05-19,1608,atlas/symbol_profiles/149/149300.json
149980,하이로닉,2013-07-01,2026-06-22,2852,atlas/symbol_profiles/149/149980.json
150440,피노텍,2014-12-05,2024-03-20,1797,atlas/symbol_profiles/150/150440.json
151750,테라텍,2013-07-01,2016-01-28,238,atlas/symbol_profiles/151/151750.json
154030,아시아종묘,2014-07-08,2026-06-22,2756,atlas/symbol_profiles/154/154030.json
156100,엘앤케이바이오,2013-07-01,2026-06-22,2736,atlas/symbol_profiles/156/156100.json
156170,비앤에스미디어,2013-07-01,2017-05-17,146,atlas/symbol_profiles/156/156170.json
158300,에스에이티이엔지,2013-07-01,2021-11-19,1333,atlas/symbol_profiles/158/158300.json
160350,웹솔루스,2013-07-01,2015-04-24,363,atlas/symbol_profiles/160/160350.json
162120,루켄테크놀러지스,2017-07-26,2026-06-22,1737,atlas/symbol_profiles/162/162120.json
163430,디피코,2018-05-16,2024-06-17,1034,atlas/symbol_profiles/163/163430.json
165270,금오하이텍,2013-12-10,2017-06-05,452,atlas/symbol_profiles/165/165270.json
167380,나무기술,2016-11-28,2018-11-22,281,atlas/symbol_profiles/167/167380.json
169670,코스텍시스템,2022-01-21,2026-06-22,1063,atlas/symbol_profiles/169/169670.json
173130,오파스넷,2017-08-07,2026-06-22,2004,atlas/symbol_profiles/173/173130.json
176560,포인트엔지니어링,2017-08-18,2019-06-26,410,atlas/symbol_profiles/176/176560.json
176590,코나솔,2022-06-15,2026-06-22,982,atlas/symbol_profiles/176/176590.json
176750,듀켐바이오,2014-12-29,2026-06-22,2610,atlas/symbol_profiles/176/176750.json
177350,베셀,2013-07-01,2026-06-22,2911,atlas/symbol_profiles/177/177350.json
178600,대동고려삼,2013-12-20,2026-06-22,2357,atlas/symbol_profiles/178/178600.json
179280,스탠다드펌,2013-07-01,2015-04-29,204,atlas/symbol_profiles/179/179280.json
179440,피엠에스,2014-02-28,2016-06-14,160,atlas/symbol_profiles/179/179440.json
179530,애드바이오텍,2019-12-24,2026-06-22,1522,atlas/symbol_profiles/179/179530.json
179720,머니무브,2013-07-01,2026-06-22,2142,atlas/symbol_profiles/179/179720.json
180060,탑선,2017-10-27,2026-06-22,2105,atlas/symbol_profiles/180/180060.json
180400,DXVX,2014-12-15,2026-06-22,1796,atlas/symbol_profiles/180/180400.json
181980,힘스인터내셔널,2013-08-14,2015-03-17,26,atlas/symbol_profiles/181/181980.json
182690,테라셈,2013-10-11,2022-10-14,1750,atlas/symbol_profiles/182/182690.json
183350,LPK로보틱스,2013-10-11,2020-06-16,548,atlas/symbol_profiles/183/183350.json
183410,골프존데카,2013-11-12,2024-01-26,1905,atlas/symbol_profiles/183/183410.json
183490,엔지켐생명과학,2013-09-25,2026-03-23,2904,atlas/symbol_profiles/183/183490.json
185190,수프로,2013-10-29,2026-06-22,2239,atlas/symbol_profiles/185/185190.json
185280,이푸른,2013-11-12,2016-11-25,348,atlas/symbol_profiles/185/185280.json
185490,아이진,2013-11-28,2026-06-22,3043,atlas/symbol_profiles/185/185490.json
186230,그린플러스,2013-12-20,2026-06-22,2503,atlas/symbol_profiles/186/186230.json
187770,판타지오,2013-12-12,2014-09-24,43,atlas/symbol_profiles/187/187770.json
189330,씨이랩,2013-12-24,2026-06-22,2400,atlas/symbol_profiles/189/189330.json
189350,코셋,2014-01-23,2026-06-22,2159,atlas/symbol_profiles/189/189350.json
189540,씨티네트웍스,2013-12-24,2020-05-11,1213,atlas/symbol_profiles/189/189540.json
189700,디피앤케이,2014-06-10,2017-08-30,373,atlas/symbol_profiles/189/189700.json
191600,블루탑,2016-10-17,2026-06-22,1494,atlas/symbol_profiles/191/191600.json
192240,나이코,2014-02-28,2016-12-09,177,atlas/symbol_profiles/192/192240.json
194860,SY이노베이션,2014-04-25,2017-04-11,144,atlas/symbol_profiles/194/194860.json
197140,디지캡,2014-05-30,2026-06-22,2735,atlas/symbol_profiles/197/197140.json
197210,리드,2014-11-20,2020-05-13,1054,atlas/symbol_profiles/197/197210.json
