name,code,current_or_latest_name,first_date,last_date,markets,profile_path
중앙종합금융,008990,중앙종금,1996-07-31,1996-11-22,KOSPI,atlas/symbol_profiles/008/008990.json
중앙투자금융,008990,중앙종금,1995-05-02,1996-08-03,KOSPI,atlas/symbol_profiles/008/008990.json
세화,009010,에듀언스,1996-07-01,2008-06-30,KOSDAQ,atlas/symbol_profiles/009/009010.json
씨엔씨테크,009010,에듀언스,2008-07-01,2009-04-01,KOSDAQ,atlas/symbol_profiles/009/009010.json
에듀언스,009010,에듀언스,2009-04-02,2013-04-30,KOSDAQ,atlas/symbol_profiles/009/009010.json
세화1신,009011,세화1신,1996-09-20,1996-12-27,KOSDAQ,atlas/symbol_profiles/009/009011.json
대한종금,009030,대한종금,1996-11-25,1999-11-19,KOSPI,atlas/symbol_profiles/009/009030.json
대한종합금융,009030,대한종금,1996-07-31,1996-11-22,KOSPI,atlas/symbol_profiles/009/009030.json
대한투자금융,009030,대한종금,1995-05-02,1996-08-03,KOSPI,atlas/symbol_profiles/009/009030.json
대한종금(1우),009035,대한종금(1우),1996-11-25,1999-11-19,KOSPI,atlas/symbol_profiles/009/009035.json
대한종합금융(1우),009035,대한종금(1우),1996-07-31,1996-11-22,KOSPI,atlas/symbol_profiles/009/009035.json
대한투자금융(1우),009035,대한종금(1우),1995-05-02,1996-08-03,KOSPI,atlas/symbol_profiles/009/009035.json
대한종금(2우B),009037,대한종금(2우B),1998-04-29,1999-11-19,KOSPI,atlas/symbol_profiles/009/009037.json
대한알루미늄,009050,대한알미늄,1995-05-02,1996-11-22,KOSPI,atlas/symbol_profiles/009/009050.json
대한알미늄,009050,대한알미늄,1996-11-25,2001-03-29,KOSPI,atlas/symbol_profiles/009/009050.json
KCTC,009070,KCTC,2002-04-08,2026-02-20,KOSPI,atlas/symbol_profiles/009/009070.json
고려운수,009070,KCTC,1996-11-25,2002-04-04,KOSPI,atlas/symbol_profiles/009/009070.json
고려종합운수,009070,KCTC,1995-05-02,1996-11-22,KOSPI,atlas/symbol_profiles/009/009070.json
태평양건설,009080,퍼시픽글라스,1995-05-02,1996-01-25,KOSPI,atlas/symbol_profiles/009/009080.json
태평양산업,009080,퍼시픽글라스,1996-01-26,2005-03-30,KOSPI,atlas/symbol_profiles/009/009080.json
퍼시픽글라스,009080,퍼시픽글라스,2005-03-31,2005-08-16,KOSPI,atlas/symbol_profiles/009/009080.json
태평양건설(1우),009085,퍼시픽글라스(1우),1995-05-02,1996-01-25,KOSPI,atlas/symbol_profiles/009/009085.json
태평양산업(1우 ),009085,퍼시픽글라스(1우),2001-06-28,2001-07-04,KOSPI,atlas/symbol_profiles/009/009085.json
태평양산업(1우),009085,퍼시픽글라스(1우),1996-01-26,2005-03-30,KOSPI,atlas/symbol_profiles/009/009085.json
퍼시픽글라스(1우),009085,퍼시픽글라스(1우),2005-03-31,2005-08-16,KOSPI,atlas/symbol_profiles/009/009085.json
경인전자,009140,경인전자,1995-05-02,2026-02-20,KOSPI,atlas/symbol_profiles/009/009140.json
경인전자(1신),009141,경인전자(1신),1996-10-23,1996-12-27,KOSPI,atlas/symbol_profiles/009/009141.json
삼성전기,009150,삼성전기,1995-05-02,2026-02-20,KOSPI,atlas/symbol_profiles/009/009150.json
삼성전기(1신),009151,삼성전기(1신),1995-05-02,1996-12-27,KOSPI,atlas/symbol_profiles/009/009151.json
삼성전기(1우 ),009155,삼성전기우,2001-06-28,2001-07-04,KOSPI,atlas/symbol_profiles/009/009155.json
삼성전기(1우),009155,삼성전기우,1995-05-02,2006-12-19,KOSPI,atlas/symbol_profiles/009/009155.json
삼성전기(1우B),009155,삼성전기우,2006-12-20,2008-08-01,KOSPI,atlas/symbol_profiles/009/009155.json
삼성전기우,009155,삼성전기우,2008-08-04,2026-02-20,KOSPI,atlas/symbol_profiles/009/009155.json
삼성전기(1우1신),009156,삼성전기(1우1신),1996-06-22,1996-12-27,KOSPI,atlas/symbol_profiles/009/009156.json
삼성전기(우선1신),009156,삼성전기(1우1신),1996-04-26,1996-06-21,KOSPI,atlas/symbol_profiles/009/009156.json
SIMPAC,009160,SIMPAC,2001-11-30,2026-02-20,KOSPI,atlas/symbol_profiles/009/009160.json
쌍용정공,009160,SIMPAC,1995-05-02,2001-11-29,KOSPI,atlas/symbol_profiles/009/009160.json
영우통상,009180,한솔로지스틱스,1995-05-02,1997-03-24,KOSPI,atlas/symbol_profiles/009/009180.json
한솔CSN,009180,한솔로지스틱스,1998-04-20,2014-05-19,KOSPI,atlas/symbol_profiles/009/009180.json
한솔로지스틱스,009180,한솔로지스틱스,2014-05-20,2026-02-20,KOSPI,atlas/symbol_profiles/009/009180.json
한솔씨에스엔,009180,한솔로지스틱스,1997-03-25,1998-04-18,KOSPI,atlas/symbol_profiles/009/009180.json
대양금속,009190,대양금속,1995-05-02,2026-02-20,KOSPI,atlas/symbol_profiles/009/009190.json
무림페이퍼,009200,무림페이퍼,2006-08-10,2026-02-20,KOSPI,atlas/symbol_profiles/009/009200.json
신무림제지,009200,무림페이퍼,1995-05-02,2006-08-09,KOSPI,atlas/symbol_profiles/009/009200.json
신무림제지(1신),009201,신무림제지(1신),1995-11-03,1996-03-28,KOSPI,atlas/symbol_profiles/009/009201.json
경방기계,009220,그로웰전자,1997-01-03,2002-03-08,KOSDAQ,atlas/symbol_profiles/009/009220.json
그로웰메탈,009220,그로웰전자,2002-03-11,2002-11-21,KOSDAQ,atlas/symbol_profiles/009/009220.json
그로웰전자,009220,그로웰전자,1996-07-01,2005-01-18,KOSDAQ,atlas/symbol_profiles/009/009220.json
경방기계1신,009221,경방기계1신,1998-12-22,1998-12-28,KOSDAQ,atlas/symbol_profiles/009/009221.json
한샘,009240,한샘,2002-07-16,2026-02-20,KOSPI,atlas/symbol_profiles/009/009240.json
신    원,009270,신원,1996-11-25,2000-04-18,KOSPI,atlas/symbol_profiles/009/009270.json
신원,009270,신원,1995-05-02,2026-02-20,KOSPI,atlas/symbol_profiles/009/009270.json
신원(1신),009271,신원(1신),1995-10-21,1995-12-27,KOSPI,atlas/symbol_profiles/009/009271.json
신    원(1우),009275,신원우,1996-11-25,2000-04-18,KOSPI,atlas/symbol_profiles/009/009275.json
신원(1우 ),009275,신원우,2001-06-28,2001-07-04,KOSPI,atlas/symbol_profiles/009/009275.json
신원(1우),009275,신원우,1995-05-02,2006-12-19,KOSPI,atlas/symbol_profiles/009/009275.json
신원(1우B),009275,신원우,2006-12-20,2008-08-01,KOSPI,atlas/symbol_profiles/009/009275.json
신원우,009275,신원우,2008-08-04,2022-07-14,KOSPI,atlas/symbol_profiles/009/009275.json
다함이텍,009280,다함이텍,2000-04-21,2013-04-15,KOSPI,atlas/symbol_profiles/009/009280.json
새한정기,009280,다함이텍,1995-05-02,2000-04-20,KOSPI,atlas/symbol_profiles/009/009280.json
새한정기(1신),009281,새한정기(1신),1995-08-23,1996-12-27,KOSPI,atlas/symbol_profiles/009/009281.json
광동제약,009290,광동제약,1995-05-02,2026-02-20,KOSPI,atlas/symbol_profiles/009/009290.json
삼아약품,009300,삼아제약,2000-07-19,2007-04-09,KOSDAQ,atlas/symbol_profiles/009/009300.json
삼아제약,009300,삼아제약,2007-04-10,2026-02-20,KOSDAQ,atlas/symbol_profiles/009/009300.json
신한TS,009310,참엔지니어링,2003-10-17,2005-02-16,KOSPI,atlas/symbol_profiles/009/009310.json
참앤씨,009310,참엔지니어링,2007-01-30,2010-06-21,KOSPI,atlas/symbol_profiles/009/009310.json
참엔지니어링,009310,참엔지니어링,2010-06-22,2026-02-20,KOSPI,atlas/symbol_profiles/009/009310.json
참이앤티,009310,참엔지니어링,2005-02-17,2007-01-29,KOSPI,atlas/symbol_profiles/009/009310.json
태성기공,009310,참엔지니어링,1995-05-02,2003-10-16,KOSPI,atlas/symbol_profiles/009/009310.json
태성기공(1신),009311,태성기공(1신),1995-09-15,1995-12-27,KOSPI,atlas/symbol_profiles/009/009311.json
대우부품,009320,아진전자부품,2006-04-14,2024-10-21,KOSPI,atlas/symbol_profiles/009/009320.json
대우전자부품,009320,아진전자부품,1995-05-02,2001-01-26,KOSPI,atlas/symbol_profiles/009/009320.json
아진전자부품,009320,아진전자부품,2024-10-22,2026-02-20,KOSPI,atlas/symbol_profiles/009/009320.json
파츠닉,009320,아진전자부품,2001-01-29,2006-04-13,KOSPI,atlas/symbol_profiles/009/009320.json
삼애실업,009330,삼애인더스,1995-05-02,2001-04-30,KOSPI,atlas/symbol_profiles/009/009330.json
삼애인더스,009330,삼애인더스,2001-05-02,2002-10-21,KOSPI,atlas/symbol_profiles/009/009330.json
삼애실업(1신),009331,삼애실업(1신),1995-12-02,1995-12-27,KOSPI,atlas/symbol_profiles/009/009331.json
삼애실업(1우B),009335,삼애인더스(1우B),2001-04-03,2001-04-30,KOSPI,atlas/symbol_profiles/009/009335.json
삼애인더스(1우B),009335,삼애인더스(1우B),2001-05-02,2002-10-21,KOSPI,atlas/symbol_profiles/009/009335.json
삼애인더스(2우B),009337,삼애인더스(2우B),2001-06-08,2002-10-21,KOSPI,atlas/symbol_profiles/009/009337.json
베네데스,009360,베네데스하이텍,2000-04-17,2004-10-26,KOSPI,atlas/symbol_profiles/009/009360.json
베네데스하이텍,009360,베네데스하이텍,2004-10-27,2005-04-14,KOSPI,atlas/symbol_profiles/009/009360.json
청    산,009360,베네데스하이텍,1996-11-25,2000-04-14,KOSPI,atlas/symbol_profiles/009/009360.json
청산,009360,베네데스하이텍,1995-05-02,1996-11-22,KOSPI,atlas/symbol_profiles/009/009360.json
금호페이퍼텍,009380,아세아페이퍼텍,2005-04-01,2006-04-13,KOSPI,atlas/symbol_profiles/009/009380.json
아세아페이퍼텍,009380,아세아페이퍼텍,2006-04-14,2013-01-22,KOSPI,atlas/symbol_profiles/009/009380.json
조일제지,009380,아세아페이퍼텍,1995-08-18,2005-03-31,KOSPI,atlas/symbol_profiles/009/009380.json
조일제지(1신),009381,조일제지(1신),1995-08-18,1995-12-27,KOSPI,atlas/symbol_profiles/009/009381.json
금호페이퍼텍(1우B),009385,아세아페우B,2005-04-01,2006-04-13,KOSPI,atlas/symbol_profiles/009/009385.json
아세아페우B,009385,아세아페우B,2008-08-04,2013-01-22,KOSPI,atlas/symbol_profiles/009/009385.json
아세아페이퍼텍(1우B),009385,아세아페우B,2006-04-14,2008-08-01,KOSPI,atlas/symbol_profiles/009/009385.json
조일제지(1우B),009385,아세아페우B,2004-03-09,2005-03-31,KOSPI,atlas/symbol_profiles/009/009385.json
태    영,009410,태영건설,1996-11-25,2000-04-18,KOSPI,atlas/symbol_profiles/009/009410.json
태영,009410,태영건설,1995-05-02,2007-05-02,KOSPI,atlas/symbol_profiles/009/009410.json
태영건설,009410,태영건설,2007-05-03,2026-02-20,KOSPI,atlas/symbol_profiles/009/009410.json
태    영(1우),009415,태영건설우,1996-11-25,2000-04-18,KOSPI,atlas/symbol_profiles/009/009415.json
태영(1우 ),009415,태영건설우,2001-06-28,2001-07-04,KOSPI,atlas/symbol_profiles/009/009415.json
태영(1우),009415,태영건설우,1995-05-02,2006-12-19,KOSPI,atlas/symbol_profiles/009/009415.json
태영(1우B),009415,태영건설우,2006-12-20,2007-05-02,KOSPI,atlas/symbol_profiles/009/009415.json
태영건설(1우B),009415,태영건설우,2007-05-03,2008-08-01,KOSPI,atlas/symbol_profiles/009/009415.json
태영건설우,009415,태영건설우,2008-08-04,2026-02-20,KOSPI,atlas/symbol_profiles/009/009415.json
한올바이오파마,009420,한올바이오파마,2010-04-20,2026-02-20,KOSPI,atlas/symbol_profiles/009/009420.json
한올제약,009420,한올바이오파마,1995-05-02,2010-04-19,KOSPI,atlas/symbol_profiles/009/009420.json
KC그린홀딩스,009440,KC그린홀딩스,2010-01-29,2026-02-20,KOSPI,atlas/symbol_profiles/009/009440.json
KC코트렐,009440,KC그린홀딩스,2008-04-17,2010-01-28,KOSPI,atlas/symbol_profiles/009/009440.json
한국코트렐,009440,KC그린홀딩스,1995-05-02,2008-04-16,KOSPI,atlas/symbol_profiles/009/009440.json
한국코트렐(1신),009441,한국코트렐(1신),1995-05-02,1996-12-27,KOSPI,atlas/symbol_profiles/009/009441.json
경동나비엔,009450,경동나비엔,2006-09-15,2026-02-20,KOSPI,atlas/symbol_profiles/009/009450.json
경동보일러,009450,경동나비엔,1995-05-02,2006-09-14,KOSPI,atlas/symbol_profiles/009/009450.json
경동보일러(1신),009451,경동보일러(1신),1995-11-28,1995-12-27,KOSPI,atlas/symbol_profiles/009/009451.json
한창제지,009460,한창제지,1995-05-02,2026-02-20,KOSPI,atlas/symbol_profiles/009/009460.json
삼화전기,009470,삼화전기,1995-05-02,2026-02-20,KOSPI,atlas/symbol_profiles/009/009470.json
삼정강업,009520,포스코엠텍,1997-11-10,2001-04-18,KOSDAQ|KOSDAQ GLOBAL,atlas/symbol_profiles/009/009520.json
삼정피앤에이,009520,포스코엠텍,2001-04-19,2011-03-30,KOSDAQ|KOSDAQ GLOBAL,atlas/symbol_profiles/009/009520.json
포스코엠텍,009520,포스코엠텍,2011-03-31,2026-02-20,KOSDAQ|KOSDAQ GLOBAL,atlas/symbol_profiles/009/009520.json
HD한국조선해양,009540,HD한국조선해양,2023-04-24,2026-02-20,KOSDAQ|KOSPI,atlas/symbol_profiles/009/009540.json
한국조선해양,009540,HD한국조선해양,2019-06-13,2023-04-21,KOSDAQ|KOSPI,atlas/symbol_profiles/009/009540.json
현대중공업,009540,HD한국조선해양,1996-07-01,2019-06-12,KOSDAQ|KOSPI,atlas/symbol_profiles/009/009540.json
동해펄프,009580,무림P&P,1995-05-02,2009-12-30,KOSPI,atlas/symbol_profiles/009/009580.json
무림P&P,009580,무림P&P,2010-01-04,2026-02-20,KOSPI,atlas/symbol_profiles/009/009580.json
경동,009590,경동,1996-07-01,1997-07-09,KOSDAQ,atlas/symbol_profiles/009/009590.json
삼보산업,009620,삼보산업,1996-07-01,2026-02-20,KOSDAQ,atlas/symbol_profiles/009/009620.json
현대차써비스,009650,현대차써비스,1995-05-02,1999-04-14,KOSPI,atlas/symbol_profiles/009/009650.json
현대차써비스(1신),009651,현대차써비스(1신),1996-10-12,1996-12-27,KOSPI,atlas/symbol_profiles/009/009651.json
현대차써비스(1우),009655,현대차써비스(1우),1995-05-02,1999-04-14,KOSPI,atlas/symbol_profiles/009/009655.json
모토닉,009680,모토닉,2002-04-15,2026-02-20,KOSPI,atlas/symbol_profiles/009/009680.json
창원기화기,009680,모토닉,1995-05-02,2002-04-12,KOSPI,atlas/symbol_profiles/009/009680.json
창원기화기공업,009680,모토닉,1996-05-31,1996-11-22,KOSPI,atlas/symbol_profiles/009/009680.json
창원기화기(1신),009681,창원기화기(1신),1996-11-25,1996-12-27,KOSPI,atlas/symbol_profiles/009/009681.json
창원기화기공업(1신),009681,창원기화기(1신),1996-09-13,1996-11-22,KOSPI,atlas/symbol_profiles/009/009681.json
케이디케이,009690,케이엠에이치,1996-11-25,2003-04-07,KOSPI,atlas/symbol_profiles/009/009690.json
케이엠에이치,009690,케이엠에이치,2006-08-17,2009-05-12,KOSPI,atlas/symbol_profiles/009/009690.json
한국케이,009690,케이엠에이치,1995-05-02,1995-12-27,KOSPI,atlas/symbol_profiles/009/009690.json
한국케이디,009690,케이엠에이치,1996-01-03,1996-05-30,KOSPI,atlas/symbol_profiles/009/009690.json
한국케이디케이,009690,케이엠에이치,1996-05-31,1996-11-22,KOSPI,atlas/symbol_profiles/009/009690.json
화진케이디케이,009690,케이엠에이치,2003-04-08,2006-08-16,KOSPI,atlas/symbol_profiles/009/009690.json
케이디케이(1신),009691,케이디케이(1신),1996-11-25,1996-12-27,KOSPI,atlas/symbol_profiles/009/009691.json
한국케이(1신),009691,케이디케이(1신),1995-06-29,1995-12-27,KOSPI,atlas/symbol_profiles/009/009691.json
한국케이디(1신),009691,케이디케이(1신),1996-03-14,1996-05-30,KOSPI,atlas/symbol_profiles/009/009691.json
한국케이디케이(1신),009691,케이디케이(1신),1996-05-31,1996-11-22,KOSPI,atlas/symbol_profiles/009/009691.json
케이디케이(2신),009692,케이디케이(2신),1996-11-25,1996-12-27,KOSPI,atlas/symbol_profiles/009/009692.json
한국케이디케이(2신),009692,케이디케이(2신),1996-06-28,1996-11-22,KOSPI,atlas/symbol_profiles/009/009692.json
전기초자,009720,전기초자,1996-11-25,2011-02-15,KOSPI,atlas/symbol_profiles/009/009720.json
한국전기초자,009720,전기초자,1995-12-21,1996-11-22,KOSPI,atlas/symbol_profiles/009/009720.json
한국전기초자(1신),009721,한국전기초자(1신),1995-12-21,1995-12-27,KOSPI,atlas/symbol_profiles/009/009721.json
DS제강,009730,이렘,2009-04-07,2014-07-03,KOSDAQ,atlas/symbol_profiles/009/009730.json
동신에스엔티,009730,이렘,1996-07-01,2009-04-06,KOSDAQ,atlas/symbol_profiles/009/009730.json
이렘,009730,이렘,2024-04-19,2026-02-20,KOSDAQ,atlas/symbol_profiles/009/009730.json
코센,009730,이렘,2014-07-04,2024-04-18,KOSDAQ,atlas/symbol_profiles/009/009730.json
동신에스엔티1신,009731,동신에스엔티1신,1996-08-23,1996-12-27,KOSDAQ,atlas/symbol_profiles/009/009731.json
한국컴퓨터,009760,한국컴퓨터지주,1995-05-02,2002-12-24,KOSPI,atlas/symbol_profiles/009/009760.json
한국컴퓨터지주,009760,한국컴퓨터지주,2002-12-26,2005-04-18,KOSPI,atlas/symbol_profiles/009/009760.json
삼정펄프,009770,삼정펄프,2006-10-17,2026-02-20,KOSPI,atlas/symbol_profiles/009/009770.json
엠에스씨,009780,엠에스씨,1996-07-01,2026-02-20,KOSDAQ,atlas/symbol_profiles/009/009780.json
엠에스씨1신,009781,엠에스씨1신,1997-11-25,1997-12-27,KOSDAQ,atlas/symbol_profiles/009/009781.json
새한전자,009790,휴닉스,1995-05-02,2001-04-23,KOSPI,atlas/symbol_profiles/009/009790.json
휴닉스,009790,휴닉스,2001-04-24,2003-10-01,KOSPI,atlas/symbol_profiles/009/009790.json
새한전자(1우),009795,휴닉스(1우),1995-05-02,2001-04-23,KOSPI,atlas/symbol_profiles/009/009795.json
휴닉스(1우 ),009795,휴닉스(1우),2001-06-28,2001-07-04,KOSPI,atlas/symbol_profiles/009/009795.json
휴닉스(1우),009795,휴닉스(1우),2001-04-24,2003-10-01,KOSPI,atlas/symbol_profiles/009/009795.json
고려포리머,009810,플레이그램,1995-05-02,2017-04-19,KOSPI,atlas/symbol_profiles/009/009810.json
엔케이물산,009810,플레이그램,2017-04-20,2021-11-15,KOSPI,atlas/symbol_profiles/009/009810.json
이룸,009810,플레이그램,2000-04-21,2002-05-03,KOSPI,atlas/symbol_profiles/009/009810.json
케이아이티비,009810,플레이그램,2002-05-06,2005-06-23,KOSPI,atlas/symbol_profiles/009/009810.json
케이피앤엘,009810,플레이그램,2005-06-24,2007-04-11,KOSPI,atlas/symbol_profiles/009/009810.json
플레이그램,009810,플레이그램,2021-11-16,2026-02-20,KOSPI,atlas/symbol_profiles/009/009810.json
고려포리머(1신),009811,고려포리머(1신),1995-07-11,1995-12-27,KOSPI,atlas/symbol_profiles/009/009811.json
고려포리머(1우),009815,고려포리머우,1995-05-02,2000-04-20,KOSPI,atlas/symbol_profiles/009/009815.json
고려포리머(1우B),009815,고려포리머우,2007-04-12,2008-08-01,KOSPI,atlas/symbol_profiles/009/009815.json
고려포리머우,009815,고려포리머우,2008-08-04,2013-12-09,KOSPI,atlas/symbol_profiles/009/009815.json
이룸(1우 ),009815,고려포리머우,2001-06-28,2001-07-04,KOSPI,atlas/symbol_profiles/009/009815.json
이룸(1우),009815,고려포리머우,2000-04-21,2002-05-03,KOSPI,atlas/symbol_profiles/009/009815.json
케이아이티비(1우),009815,고려포리머우,2002-05-06,2005-06-23,KOSPI,atlas/symbol_profiles/009/009815.json
케이피앤엘(1우),009815,고려포리머우,2005-06-24,2006-12-19,KOSPI,atlas/symbol_profiles/009/009815.json
케이피앤엘(1우B),009815,고려포리머우,2006-12-20,2007-04-11,KOSPI,atlas/symbol_profiles/009/009815.json
고려포리머(우선신),009816,고려포리머(우선신),1995-07-11,1995-12-27,KOSPI,atlas/symbol_profiles/009/009816.json
한화석화,009830,한화솔루션,1999-07-14,2010-04-05,KOSPI,atlas/symbol_profiles/009/009830.json
한화솔루션,009830,한화솔루션,2020-01-15,2026-02-20,KOSPI,atlas/symbol_profiles/009/009830.json
한화종합화학,009830,한화솔루션,1995-05-02,1996-11-22,KOSPI,atlas/symbol_profiles/009/009830.json
한화종화,009830,한화솔루션,1996-11-25,1999-07-13,KOSPI,atlas/symbol_profiles/009/009830.json
한화케미칼,009830,한화솔루션,2010-04-06,2020-01-14,KOSPI,atlas/symbol_profiles/009/009830.json
한화종합화학(1신),009831,한화종화(1신),1996-03-12,1996-11-22,KOSPI,atlas/symbol_profiles/009/009831.json
한화종화(1신),009831,한화종화(1신),1996-11-25,1996-12-27,KOSPI,atlas/symbol_profiles/009/009831.json
한화석화(1우 ),009835,한화솔루션우,2001-06-28,2001-07-04,KOSPI,atlas/symbol_profiles/009/009835.json
한화석화(1우),009835,한화솔루션우,1999-07-14,2006-12-19,KOSPI,atlas/symbol_profiles/009/009835.json
한화석화(1우B),009835,한화솔루션우,2006-12-20,2008-08-01,KOSPI,atlas/symbol_profiles/009/009835.json
한화석화1우,009835,한화솔루션우,2008-08-04,2010-04-05,KOSPI,atlas/symbol_profiles/009/009835.json
한화솔루션우,009835,한화솔루션우,2020-01-15,2026-02-20,KOSPI,atlas/symbol_profiles/009/009835.json
한화종합화학(1우),009835,한화솔루션우,1995-05-02,1996-11-22,KOSPI,atlas/symbol_profiles/009/009835.json
한화종화(1우),009835,한화솔루션우,1996-11-25,1999-07-13,KOSPI,atlas/symbol_profiles/009/009835.json
한화케미칼우,009835,한화솔루션우,2010-04-06,2020-01-14,KOSPI,atlas/symbol_profiles/009/009835.json
한화석화(2우B),009837,한화석화(2우B),1999-07-14,2004-04-06,KOSPI,atlas/symbol_profiles/009/009837.json
한화종화(2우B),009837,한화석화(2우B),1999-04-20,1999-07-13,KOSPI,atlas/symbol_profiles/009/009837.json
갑    을,009840,갑을,1996-11-25,2000-04-18,KOSPI,atlas/symbol_profiles/009/009840.json
갑을,009840,갑을,1995-05-02,2003-04-15,KOSPI,atlas/symbol_profiles/009/009840.json
맥슨전자,009890,맥슨텔레콤,1995-05-02,2000-09-29,KOSPI,atlas/symbol_profiles/009/009890.json
맥슨텔레콤,009890,맥슨텔레콤,2000-10-02,2005-04-20,KOSPI,atlas/symbol_profiles/009/009890.json
맥슨전자(1신),009891,맥슨전자(1신),1995-05-25,1995-12-27,KOSPI,atlas/symbol_profiles/009/009891.json
맥슨텔레콤(1우B),009895,맥슨텔레콤(1우B),2002-04-11,2005-04-20,KOSPI,atlas/symbol_profiles/009/009895.json
맥슨텔레콤(2우B),009897,맥슨텔레콤(2우B),2003-10-27,2005-04-20,KOSPI,atlas/symbol_profiles/009/009897.json
명신산업,009900,명신산업,2020-12-07,2026-02-20,KOSPI,atlas/symbol_profiles/009/009900.json
대아리드선,009940,대아리드선,1995-05-02,2005-04-27,KOSPI,atlas/symbol_profiles/009/009940.json
삼한실업,009950,삼한실업,1996-07-01,1996-12-27,KOSDAQ,atlas/symbol_profiles/009/009950.json
영원무역,009970,영원무역홀딩스,1995-05-02,2009-07-29,KOSPI,atlas/symbol_profiles/009/009970.json
영원무역홀딩스,009970,영원무역홀딩스,2009-07-30,2026-02-20,KOSPI,atlas/symbol_profiles/009/009970.json
미우,009990,미우,1995-05-02,1996-03-23,KOSPI,atlas/symbol_profiles/009/009990.json
미우(1우),009995,미우(1우),1995-05-02,1996-03-23,KOSPI,atlas/symbol_profiles/009/009995.json
금성계전,010000,금성계전,1995-05-02,1995-09-27,KOSPI,atlas/symbol_profiles/010/010000.json
흥양,010030,흥양,1995-05-02,1996-06-25,KOSPI,atlas/symbol_profiles/010/010030.json
한국내화,010040,한국내화,1996-07-01,2026-02-20,KOSDAQ|KOSPI,atlas/symbol_profiles/010/010040.json
한국내화1신,010041,한국내화1신,1997-11-21,1997-12-27,KOSDAQ,atlas/symbol_profiles/010/010041.json
광주종합금융,010050,우리종금,1995-05-02,1996-01-25,KOSPI,atlas/symbol_profiles/010/010050.json
금호종금,010050,우리종금,1996-11-25,2013-10-18,KOSPI,atlas/symbol_profiles/010/010050.json
금호종합금융,010050,우리종금,1996-01-26,1996-11-22,KOSPI,atlas/symbol_profiles/010/010050.json
우리종금,010050,우리종금,2013-10-21,2023-08-25,KOSPI,atlas/symbol_profiles/010/010050.json
충북은행,010050,우리종금,1996-08-05,1996-08-05,KOSPI,atlas/symbol_profiles/010/010050.json
금호종금(1신),010051,금호종금(1신),1996-11-25,1997-03-28,KOSPI,atlas/symbol_profiles/010/010051.json
금호종합금융(1신),010051,금호종금(1신),1996-08-27,1996-11-22,KOSPI,atlas/symbol_profiles/010/010051.json
OCI,010060,OCI홀딩스,2009-04-14,2023-05-26,KOSPI,atlas/symbol_profiles/010/010060.json
OCI홀딩스,010060,OCI홀딩스,2023-05-30,2026-02-20,KOSPI,atlas/symbol_profiles/010/010060.json
거평제철화학,010060,OCI홀딩스,1997-08-30,1999-02-11,KOSPI,atlas/symbol_profiles/010/010060.json
동양제철화학,010060,OCI홀딩스,2001-05-18,2009-04-13,KOSPI,atlas/symbol_profiles/010/010060.json
제철화학,010060,OCI홀딩스,1999-02-12,2001-05-17,KOSPI,atlas/symbol_profiles/010/010060.json
포스코켐,010060,OCI홀딩스,1995-05-02,1997-08-29,KOSPI,atlas/symbol_profiles/010/010060.json
해태유통,010090,해태유통,1995-05-02,2004-04-23,KOSPI,atlas/symbol_profiles/010/010090.json
해태유통(1우B),010095,해태유통(1우B),2001-02-20,2004-04-23,KOSPI,atlas/symbol_profiles/010/010095.json
한국무브넥스,010100,한국무브넥스,2023-04-26,2026-02-20,KOSPI,atlas/symbol_profiles/010/010100.json
한국프랜지,010100,한국무브넥스,1995-05-02,2023-04-25,KOSPI,atlas/symbol_profiles/010/010100.json
한국프랜지공업,010100,한국무브넥스,1996-05-31,1996-11-22,KOSPI,atlas/symbol_profiles/010/010100.json
고려화학,010110,고려화학,1995-05-02,2000-04-14,KOSPI,atlas/symbol_profiles/010/010110.json
LG산전,010120,LS ELECTRIC,1997-05-26,2005-03-30,KOSPI,atlas/symbol_profiles/010/010120.json
LS ELECTRIC,010120,LS ELECTRIC,2020-04-06,2026-02-20,KOSPI,atlas/symbol_profiles/010/010120.json
LS산전,010120,LS ELECTRIC,2005-03-31,2020-04-03,KOSPI,atlas/symbol_profiles/010/010120.json
엘지산전,010120,LS ELECTRIC,1995-05-02,1997-05-24,KOSPI,atlas/symbol_profiles/010/010120.json
고려아연,010130,고려아연,1995-05-02,2026-02-20,KOSPI,atlas/symbol_profiles/010/010130.json
삼성중공업,010140,삼성중공업,1995-05-02,2026-02-20,KOSPI,atlas/symbol_profiles/010/010140.json
삼성중공업(1신),010141,삼성중공업(1신),1995-05-02,1996-12-27,KOSPI,atlas/symbol_profiles/010/010141.json
삼성중공업(2신),010142,삼성중공업(2신),1995-11-21,1995-12-27,KOSPI,atlas/symbol_profiles/010/010142.json
삼성중공업(1우 ),010145,삼성중공우,2001-06-28,2001-07-04,KOSPI,atlas/symbol_profiles/010/010145.json
삼성중공업(1우),010145,삼성중공우,1995-05-02,2006-12-19,KOSPI,atlas/symbol_profiles/010/010145.json
삼성중공업(1우B),010145,삼성중공우,2006-12-20,2008-08-01,KOSPI,atlas/symbol_profiles/010/010145.json
삼성중공우,010145,삼성중공우,2008-08-04,2023-07-14,KOSPI,atlas/symbol_profiles/010/010145.json
한국코아,010150,한국코아,1995-05-02,2004-04-22,KOSPI,atlas/symbol_profiles/010/010150.json
